207 377
0
2
138 66 3768
25 176 3767
1
30 90 3769
2
125 188 3771
93 135 3770
0
2
105 195 3773
18 115 3772
1
134 120 3774
2
174 182 3776
32 60 3775
1
163 12 3777
0
1
132 93 3778
0
0
0
2
205 51 3780
95 64 3779
0
1
105 140 3781
1
0 164 3782
1
2 24 3783
1
40 148 3784
1
31 179 3785
0
1
164 117 3786
2
148 52 3788
55 104 3787
3
113 191 3791
111 45 3790
96 195 3789
0
2
200 50 3793
187 181 3792
0
1
73 199 3794
3
120 96 3797
34 150 3796
15 126 3795
4
197 173 3801
105 25 3800
104 138 3799
2 104 3798
0
1
159 110 3802
0
0
0
1
61 32 3803
1
84 185 3804
0
0
1
133 119 3805
3
204 168 3808
169 130 3807
104 86 3806
3
142 131 3811
97 51 3810
53 193 3809
1
8 187 3812
0
1
4 76 3813
0
0
1
158 191 3814
4
189 197 3818
176 45 3817
60 82 3816
27 103 3815
0
0
2
109 121 3820
8 64 3819
1
87 106 3821
3
151 23 3824
81 6 3823
76 45 3822
0
1
117 77 3825
2
82 90 3827
40 140 3826
1
0 82 3828
3
74 95 3831
47 70 3830
17 99 3829
1
48 132 3832
0
3
193 115 3835
185 4 3834
60 48 3833
0
0
0
0
1
21 38 3836
4
171 186 3840
153 173 3839
72 197 3838
60 152 3837
3
199 157 3843
75 58 3842
5 42 3841
0
0
0
2
201 119 3845
177 108 3844
0
3
75 86 3848
56 195 3847
53 133 3846
2
161 33 3850
2 107 3849
0
0
3
149 70 3853
104 61 3852
6 114 3851
2
71 65 3855
35 43 3854
0
0
2
149 21 3857
108 185 3856
0
2
104 108 3859
60 200 3858
1
75 60 3860
1
3 104 3861
3
183 40 3864
118 24 3863
104 9 3862
4
185 139 3868
145 205 3867
50 76 3866
39 140 3865
1
46 176 3869
1
31 201 3870
1
75 199 3871
2
162 21 3873
40 11 3872
3
139 135 3876
114 195 3875
94 29 3874
2
177 25 3878
171 152 3877
4
173 174 3882
170 55 3881
21 30 3880
14 82 3879
2
49 106 3884
12 41 3883
1
100 32 3885
2
165 106 3887
142 5 3886
0
0
0
0
2
111 7 3889
47 24 3888
2
80 183 3891
37 20 3890
1
33 87 3892
0
0
2
64 178 3894
56 38 3893
0
0
0
1
132 119 3895
1
152 160 3896
2
71 49 3898
60 168 3897
1
163 131 3899
3
181 185 3902
146 99 3901
58 163 3900
2
61 138 3904
28 163 3903
3
119 181 3907
116 114 3906
36 26 3905
3
140 166 3910
122 92 3909
20 130 3908
1
117 76 3911
2
60 4 3913
58 82 3912
0
0
0
4
80 105 3917
73 11 3916
46 19 3915
12 49 3914
1
44 14 3918
1
59 137 3919
0
4
204 43 3923
158 39 3922
128 51 3921
45 133 3920
1
129 171 3924
1
105 192 3925
0
1
34 171 3926
0
0
4
206 189 3930
173 58 3929
114 163 3928
21 110 3927
1
59 171 3931
2
206 35 3933
47 105 3932
2
69 44 3935
42 196 3934
2
97 12 3937
35 121 3936
0
1
33 105 3938
2
170 58 3940
6 7 3939
0
1
159 98 3941
1
104 125 3942
1
163 140 3943
1
205 188 3944
2
73 46 3946
19 15 3945
1
79 164 3947
1
112 152 3948
0
2
68 200 3950
52 136 3949
2
107 45 3952
6 92 3951
0
0
2
204 200 3954
51 70 3953
0
1
171 204 3955
2
129 118 3957
67 142 3956
0
0
0
0
2
206 123 3959
156 57 3958
0
0
1
76 136 3960
1
59 79 3961
0
1
178 90 3962
0
1
171 44 3963
3
189 172 3966
103 102 3965
47 32 3964
0
1
46 82 3967
0
0
1
7 94 3968
3
173 63 3971
140 61 3970
121 95 3969
2
150 81 3973
71 12 3972
1
203 12 3974
1
82 180 3975
1
157 29 3976
2
169 144 3978
145 137 3977
1
164 193 3979
0
0
0
1
32 140 3980
3
151 20 3983
142 93 3982
15 97 3981
2
172 168 3985
157 42 3984
0
0
0
1
115 2 3986
1
53 203 3987
1
107 158 3988
5
156 16 3993
142 176 3992
110 174 3991
55 125 3990
46 88 3989
0
1
59 130 3994
1
165 97 3995
0
1
35 74 3996
1
30 195 3997
1
166 23 3998
1
199 24 3999
1
134 120 4000
1
75 62 4001
0
1
17 182 4002
0
1
174 68 4003
3
90 176 4006
62 193 4005
61 67 4004
0
0
0
0
0
2
108 51 4008
104 95 4007
0
0
2
181 78 4010
30 40 4009
0
1
103 101 4011
0
0
2
94 84 4013
71 11 4012
2
58 192 4015
6 153 4014
1
206 177 4016
0
2
137 30 4018
111 21 4017
0
2
118 89 4020
31 100 4019
2
205 146 4022
154 85 4021
0
0
0
3
189 49 4025
72 46 4024
56 71 4023
0
2
190 191 4027
128 178 4026
1
18 196 4028
2
113 105 4030
112 114 4029
1
4 109 4031
0
1
25 132 4032
1
202 203 4033
1
123 97 4034
2
145 71 4036
9 49 4035
0
3
189 173 4039
110 44 4038
59 170 4037
1
162 39 4040
0
4
170 60 4044
122 132 4043
60 102 4042
44 189 4041
0
0
1
53 126 4045
1
76 115 4046
0
1
194 58 4047
3
200 127 4050
106 147 4049
0 182 4048
1
158 44 4051
0
2
146 139 4053
30 161 4052
2
116 113 4055
27 48 4054
3
171 99 4058
128 205 4057
75 67 4056
2
65 33 4060
23 79 4059
2
119 44 4062
32 84 4061
0
1
49 99 4063
1
14 53 4064
3
151 62 4067
88 108 4066
0 7 4065
0
3
182 109 4070
106 116 4069
43 141 4068
1
44 63 4071
2
78 91 4073
48 127 4072
1
74 204 4074
1
107 85 4075
0
2
152 118 4077
137 62 4076
1
116 117 4078
1
127 110 4079
1
40 24 4080
0
1
127 37 4081
2
166 3 4083
55 111 4082
3
197 71 4086
59 201 4085
25 68 4084
3
75 115 4089
73 142 4088
14 176 4087
2
165 163 4091
107 52 4090
1
83 156 4092
1
111 202 4093
0
2
182 102 4095
80 152 4094
1
180 3 4096
0
2
144 126 4098
59 167 4097
3
99 136 4101
70 178 4100
34 187 4099
0
0
0
0
0
0
2
192 116 4103
26 88 4102
3
124 151 4106
116 85 4105
71 122 4104
2
189 106 4108
2 88 4107
1
96 200 4109
2
55 32 4111
24 25 4110
0
2
132 206 4113
87 38 4112
1
187 204 4114
2
170 111 4116
52 150 4115
0
1
132 172 4117
1
103 109 4118
0
1
158 11 4119
0
0
1
163 1 4120
0
2
153 74 4122
53 168 4121
1
14 184 4123
2
57 182 4125
26 36 4124
0
0
1
74 67 4126
0
0
2
138 161 4128
28 156 4127
0
1
168 63 4129
1
107 105 4130
1
149 42 4131
0
1
157 20 4132
0
2
97 53 4134
65 10 4133
3
152 34 4137
78 195 4136
19 149 4135
0
2
62 172 4139
1 185 4138
2
111 167 4141
23 28 4140
1
37 163 4142
3
201 17 4145
72 50 4144
53 119 4143
4
155 111 4149
131 95 4148
61 99 4147
8 70 4146
2
119 46 4151
45 60 4150
2
180 14 4153
169 86 4152
0
1
30 104 4154
1
54 41 4155
2
187 12 4157
136 202 4156
2
121 93 4159
45 36 4158
0
1
178 136 4160
0
1
89 46 4161
1
42 123 4162
1
44 14 4163
1
41 112 4164
0
0
0
0
1
166 23 4165
2
189 160 4167
114 61 4166
0
2
120 91 4169
40 145 4168
2
176 166 4171
50 43 4170
1
186 149 4172
0
0
0
3
161 43 4175
138 26 4174
109 9 4173
1
33 38 4176
2
191 192 4178
90 140 4177
3
137 153 4181
61 117 4180
29 109 4179
1
110 138 4182
2
119 106 4184
44 183 4183
2
166 33 4186
70 56 4185
2
61 131 4188
47 29 4187
0
1
86 39 4189
0
0
0
0
1
103 153 4190
0
0
3
115 45 4193
105 147 4192
63 106 4191
0
0
3
192 89 4196
164 9 4195
118 84 4194
0
1
81 130 4197
0
1
92 133 4198
0
3
186 138 4201
174 143 4200
47 174 4199
1
150 15 4202
3
86 132 4205
72 6 4204
57 14 4203
0
0
1
159 172 4206
1
48 81 4207
1
182 194 4208
1
40 204 4209
0
2
173 12 4211
156 103 4210
1
74 7 4212
0
1
64 59 4213
1
153 58 4214
2
156 120 4216
44 92 4215
0
0
0
0
1
7 78 4217
1
204 142 4218
2
131 195 4220
4 165 4219
1
23 71 4221
0
2
69 147 4223
15 30 4222
1
118 193 4224
3
144 59 4227
91 204 4226
87 65 4225
0
2
52 189 4229
39 3 4228
3
80 77 4232
53 80 4231
36 98 4230
2
141 111 4234
134 101 4233
0
0
1
191 145 4235
1
16 149 4236
3
150 55 4239
118 111 4238
39 136 4237
0
1
126 141 4240
1
77 161 4241
3
147 18 4244
123 61 4243
25 126 4242
0
0
2
60 14 4246
24 49 4245
2
35 86 4248
0 58 4247
2
182 123 4250
131 142 4249
2
148 117 4252
132 30 4251
0
1
74 172 4253
1
127 115 4254
2
177 77 4256
128 158 4255
1
47 76 4257
1
131 63 4258
2
131 9 4260
47 83 4259
0
1
107 9 4261
0
0
1
32 71 4262
1
180 197 4263
2
166 178 4265
149 112 4264
0
1
75 13 4266
1
198 133 4267
0
0
2
46 52 4269
30 15 4268
0
0
1
63 155 4270
1
152 137 4271
1
196 17 4272
1
190 125 4273
2
114 128 4275
74 75 4274
1
78 111 4276
0
0
0
2
63 82 4278
28 45 4277
0
1
102 79 4279
4
201 61 4283
79 152 4282
59 66 4281
41 39 4280
2
46 188 4285
4 48 4284
2
10 18 4287
8 51 4286
1
110 63 4288
0
1
60 151 4289
2
54 68 4291
52 102 4290
1
130 84 4292
0
0
1
41 200 4293
2
182 35 4295
45 137 4294
1
104 67 4296
3
188 146 4299
170 100 4298
85 51 4297
0
0
0
0
2
114 98 4301
42 163 4300
0
0
0
1
35 64 4302
1
201 111 4303
1
185 61 4304
1
10 159 4305
0
2
197 94 4307
76 191 4306
4
174 147 4311
144 164 4310
60 118 4309
42 189 4308
1
82 55 4312
0
0
1
118 146 4313
0
1
133 150 4314
0
0
0
1
91 47 4315
2
140 77 4317
100 171 4316
3
52 12 4320
37 81 4319
23 66 4318
0
0
1
189 3 4321
3
99 151 4324
74 105 4323
30 104 4322
0
1
179 72 4325
3
111 74 4328
44 166 4327
16 63 4326
4
141 107 4332
83 90 4331
60 130 4330
2 36 4329
0
0
0
4
199 91 4336
63 199 4335
62 73 4334
33 195 4333
1
90 121 4337
1
73 96 4338
1
114 56 4339
0
1
160 183 4340
4
181 93 4344
166 57 4343
81 178 4342
28 185 4341
1
73 133 4345
2
72 125 4347
9 57 4346
3
200 78 4350
113 180 4349
102 98 4348
0
1
148 10 4351
1
29 119 4352
1
201 167 4353
2
123 111 4355
58 169 4354
1
27 159 4356
2
62 21 4358
3 55 4357
2
185 71 4360
42 90 4359
3
89 0 4363
86 102 4362
31 89 4361
0
1
141 117 4364
2
112 128 4366
72 24 4365
1
10 72 4367
1
80 183 4368
0
1
0 189 4369
0
2
147 127 4371
136 161 4370
0
0
4
138 134 4375
106 108 4374
61 179 4373
14 86 4372
1
92 91 4376
2
202 104 4378
77 105 4377
1
48 133 4379
1
171 42 4380
1
70 185 4381
0
2
140 148 4383
59 1 4382
2
79 164 4385
6 106 4384
1
163 54 4386
2
155 146 4388
45 87 4387
2
97 23 4390
39 4 4389
2
80 170 4392
44 177 4391
2
72 63 4394
3 27 4393
1
139 174 4395
1
188 110 4396
0
0
1
58 30 4397
0
1
83 104 4398
0
1
61 11 4399
0
2
107 116 4401
62 133 4400
1
80 16 4402
1
170 133 4403
2
168 107 4405
107 54 4404
2
167 39 4407
98 31 4406
1
163 22 4408
0
1
112 59 4409
2
172 188 4411
140 159 4410
1
112 155 4412
2
67 19 4414
29 61 4413
1
109 152 4415
1
47 145 4416
1
75 24 4417
1
59 158 4418
0
1
173 119 4419
3
187 180 4422
34 12 4421
1 96 4420
1
79 87 4423
2
200 82 4425
73 18 4424
1
48 154 4426
1
148 144 4427
0
2
106 199 4429
66 57 4428
2
188 85 4431
125 41 4430
0
2
120 182 4433
83 93 4432
3
185 154 4436
47 150 4435
34 152 4434
1
104 137 4437
1
102 100 4438
1
141 134 4439
0
0
1
61 196 4440
2
70 94 4442
46 121 4441
0
1
198 106 4443
0
2
65 79 4445
45 196 4444
2
155 79 4447
77 91 4446
1
141 113 4448
2
192 159 4450
91 140 4449
3
182 110 4453
151 165 4452
66 144 4451
6
193 188 4459
184 9 4458
108 103 4457
95 7 4456
80 200 4455
8 55 4454
0
1
11 158 4460
1
110 150 4461
0
1
68 13 4462
2
122 31 4464
78 193 4463
0
1
74 101 4465
1
187 147 4466
0
0
1
119 46 4467
0
1
32 20 4468
2
122 205 4470
86 194 4469
1
3 67 4471
1
152 144 4472
0
1
2 43 4473
2
96 85 4475
24 191 4474
1
65 134 4476
1
12 49 4477
0
2
110 153 4479
17 192 4478
1
31 149 4480
0
2
76 72 4482
26 178 4481
1
73 136 4483
2
83 61 4485
11 12 4484
0
1
167 170 4486
0
1
198 142 4487
1
197 132 4488
1
61 37 4489
1
144 183 4490
0
1
68 5 4491
1
49 77 4492
1
97 75 4493
2
197 10 4495
163 140 4494
3
132 38 4498
120 24 4497
0 59 4496
1
62 79 4499
0
0
0
0
0
3
200 106 4502
99 195 4501
44 6 4500
1
89 122 4503
0
2
180 45 4505
45 144 4504
2
196 75 4507
75 18 4506
0
1
51 3 4508
0
5
191 5 4513
186 58 4512
185 106 4511
40 163 4510
23 198 4509
2
187 14 4515
58 111 4514
0
0
0
1
29 122 4516
0
0
0
1
61 151 4517
1
204 38 4518
0
1
104 38 4519
1
198 119 4520
1
180 101 4521
1
190 89 4522
1
132 43 4523
0
2
102 149 4525
16 93 4524
1
183 112 4526
1
155 38 4527
1
196 50 4528
2
141 93 4530
56 22 4529
2
162 175 4532
87 153 4531
0
1
62 69 4533
0
1
160 151 4534
0
2
184 83 4536
59 145 4535
2
150 6 4538
52 36 4537
4
117 184 4542
48 202 4541
19 68 4540
17 198 4539
0
0
1
62 205 4543
0
0
1
83 104 4544
0
1
147 40 4545
0
2
111 110 4547
31 9 4546
1
25 55 4548
0
1
3 189 4549
0
0
0
1
67 75 4550
0
1
8 157 4551
0
1
99 40 4552
2
195 18 4554
31 201 4553
2
74 176 4556
30 97 4555
0
2
125 132 4558
98 161 4557
2
176 159 4560
100 156 4559
1
102 60 4561
0
1
102 206 4562
0
1
93 22 4563
0
2
144 194 4565
110 148 4564
0
1
115 100 4566
1
168 117 4567
1
152 127 4568
0
1
111 71 4569
2
206 195 4571
115 56 4570
0
0
1
33 156 4572
1
31 22 4573
1
76 140 4574
0
2
71 110 4576
3 186 4575
0
2
90 105 4578
30 99 4577
0
0
0
2
196 177 4580
112 83 4579
2
203 1 4582
162 79 4581
1
87 127 4583
3
165 154 4586
148 135 4585
137 111 4584
3
195 81 4589
99 9 4588
10 203 4587
2
181 94 4591
81 161 4590
1
151 90 4592
0
0
1
165 121 4593
1
109 36 4594
2
44 184 4596
38 99 4595
1
160 118 4597
2
25 3 4599
6 132 4598
1
79 153 4600
1
58 160 4601
0
1
196 52 4602
1
193 41 4603
1
129 110 4604
2
127 40 4606
23 84 4605
0
2
142 114 4608
97 30 4607
2
180 135 4610
172 21 4609
0
0
0
1
175 53 4611
0
2
73 138 4613
48 30 4612
1
30 83 4614
2
197 89 4616
54 156 4615
0
0
2
202 184 4618
73 205 4617
1
133 187 4619
1
60 72 4620
0
1
186 153 4621
2
200 56 4623
58 97 4622
2
129 70 4625
44 195 4624
0
0
1
16 35 4626
1
169 68 4627
0
2
27 192 4629
1 19 4628
1
152 66 4630
0
0
1
173 7 4631
2
49 168 4633
31 127 4632
0
0
0
0
0
0
2
149 141 4635
6 137 4634
1
134 125 4636
3
116 49 4639
71 39 4638
40 79 4637
1
165 123 4640
2
200 149 4642
114 172 4641
2
111 135 4644
66 20 4643
3
89 111 4647
83 26 4646
39 112 4645
0
1
152 73 4648
2
142 152 4650
101 78 4649
0
2
56 98 4652
47 110 4651
0
0
2
76 42 4654
59 62 4653
3
189 27 4657
81 36 4656
1 88 4655
1
33 110 4658
0
0
3
159 43 4661
80 205 4660
31 23 4659
1
144 149 4662
1
203 120 4663
1
118 134 4664
3
176 17 4667
123 167 4666
97 30 4665
0
2
97 164 4669
35 72 4668
0
1
190 74 4670
0
0
0
0
1
75 44 4671
2
137 160 4673
119 29 4672
1
197 99 4674
0
2
106 154 4676
55 99 4675
2
55 165 4678
33 75 4677
0
0
0
2
85 66 4680
51 109 4679
1
87 169 4681
0
0
1
133 19 4682
2
196 205 4684
47 113 4683
1
179 38 4685
0
0
2
94 185 4687
74 49 4686
1
46 105 4688
2
147 145 4690
30 187 4689
0
2
186 26 4692
0 128 4691
0
0
0
2
155 55 4694
26 198 4693
2
192 43 4696
8 99 4695
1
1 50 4697
1
172 56 4698
0
0
1
8 161 4699
1
105 14 4700
2
151 78 4702
33 143 4701
3
155 124 4705
22 187 4704
9 20 4703
1
33 206 4706
0
2
174 180 4708
37 142 4707
1
104 58 4709
0
1
60 92 4710
0
3
201 119 4713
177 98 4712
45 17 4711
2
100 72 4715
45 119 4714
2
168 130 4717
56 33 4716
0
0
2
111 172 4719
83 173 4718
0
2
140 33 4721
137 52 4720
1
32 72 4722
2
143 115 4724
28 8 4723
0
3
141 146 4727
108 14 4726
60 195 4725
1
34 26 4728
1
204 22 4729
1
71 28 4730
2
142 187 4732
70 6 4731
0
0
0
0
1
104 162 4733
1
99 147 4734
0
0
0
1
75 70 4735
1
171 95 4736
2
50 90 4738
2 14 4737
1
35 186 4739
1
92 23 4740
1
46 107 4741
1
91 110 4742
0
0
0
2
194 45 4744
102 134 4743
0
1
191 80 4745
2
105 30 4747
8 24 4746
1
155 165 4748
1
153 18 4749
1
147 80 4750
1
104 131 4751
1
117 186 4752
0
1
46 163 4753
3
126 100 4756
45 58 4755
34 19 4754
1
126 115 4757
0
0
0
3
156 56 4760
21 154 4759
11 28 4758
1
119 76 4761
0
1
143 99 4762
0
2
164 117 4764
61 11 4763
0
1
78 18 4765
1
48 23 4766
1
142 149 4767
1
93 60 4768
2
122 184 4770
47 124 4769
1
33 69 4771
2
201 113 4773
96 23 4772
0
1
146 9 4774
0
0
1
138 53 4775
1
9 146 4776
0
1
129 88 4777
1
124 114 4778
1
121 3 4779
1
167 45 4780
0
1
60 29 4781
1
114 31 4782
1
23 51 4783
1
204 18 4784
0
0
0
0
3
191 4 4787
123 0 4786
67 135 4785
1
125 100 4788
1
198 139 4789
1
150 105 4790
0
0
2
206 25 4792
103 46 4791
0
2
190 63 4794
32 131 4793
1
198 34 4795
1
94 111 4796
2
204 105 4798
5 90 4797
0
1
194 98 4799
0
1
29 126 4800
2
176 36 4802
99 6 4801
1
80 81 4803
1
128 94 4804
0
3
124 182 4807
24 205 4806
20 120 4805
2
177 130 4809
100 3 4808
2
189 150 4811
83 144 4810
1
29 40 4812
1
116 57 4813
0
0
2
97 151 4815
32 146 4814
2
47 203 4817
6 193 4816
2
91 12 4819
46 195 4818
2
121 66 4821
75 54 4820
2
110 139 4823
66 91 4822
0
1
23 72 4824
3
203 39 4827
145 97 4826
72 148 4825
0
1
126 3 4828
0
0
1
57 16 4829
1
55 66 4830
1
27 203 4831
1
8 193 4832
1
125 95 4833
1
77 30 4834
1
60 85 4835
1
68 95 4836
1
30 99 4837
1
89 129 4838
0
0
0
1
155 176 4839
2
56 134 4841
39 198 4840
1
89 154 4842
1
174 96 4843
0
2
186 141 4845
11 188 4844
1
36 96 4846
1
180 204 4847
1
139 193 4848
3
104 196 4851
69 123 4850
59 123 4849
1
73 98 4852
0
1
193 58 4853
0
2
130 128 4855
89 174 4854
2
52 97 4857
3 117 4856
0
0
2
127 74 4859
83 119 4858
0
1
153 109 4860
0
1
46 21 4861
2
177 154 4863
9 146 4862
3
146 176 4866
37 180 4865
7 203 4864
1
196 121 4867
1
44 16 4868
2
186 145 4870
30 194 4869
0
1
115 38 4871
5
193 106 4876
149 62 4875
144 126 4874
139 194 4873
12 144 4872
1
52 38 4877
0
0
2
197 114 4879
105 4 4878
1
45 194 4880
0
0
1
127 61 4881
2
18 174 4883
11 66 4882
0
1
4 146 4884
2
103 32 4886
101 96 4885
1
156 157 4887
1
19 103 4888
4
123 48 4892
36 71 4891
16 181 4890
3 159 4889
2
175 3 4894
58 177 4893
1
106 32 4895
0
1
144 73 4896
1
178 154 4897
0
0
2
59 182 4899
45 5 4898
1
146 4 4900
0
0
1
141 82 4901
0
1
148 200 4902
0
0
2
104 96 4904
5 71 4903
1
20 27 4905
1
22 153 4906
0
2
71 73 4908
46 137 4907
2
201 154 4910
33 202 4909
0
3
140 160 4913
77 104 4912
59 161 4911
2
179 178 4915
30 40 4914
2
3 9 4917
1 184 4916
4
205 142 4921
165 89 4920
122 131 4919
43 112 4918
2
192 118 4923
0 136 4922
0
0
1
166 144 4924
0
3
187 161 4927
118 40 4926
105 128 4925
1
169 18 4928
3
156 159 4931
119 112 4930
20 30 4929
1
120 62 4932
0
3
143 120 4935
116 15 4934
4 134 4933
0
0
1
94 23 4936
0
1
124 112 4937
0
1
37 0 4938
0
1
200 3 4939
0
0
1
102 151 4940
0
4
102 63 4944
86 117 4943
83 106 4942
11 19 4941
0
1
61 7 4945
0
1
60 108 4946
1
1 153 4947
2
189 198 4949
88 11 4948
1
77 96 4950
0
1
153 36 4951
0
2
184 157 4953
86 35 4952
0
1
154 9 4954
1
182 64 4955
0
0
0
0
3
184 53 4958
153 63 4957
137 160 4956
2
104 5 4960
34 137 4959
0
1
51 118 4961
0
2
99 22 4963
20 69 4962
3
157 117 4966
136 59 4965
76 174 4964
3
172 26 4969
116 158 4968
76 92 4967
0
1
101 185 4970
0
0
1
197 124 4971
2
136 33 4973
21 179 4972
1
194 77 4974
3
170 7 4977
156 161 4976
76 145 4975
0
1
14 163 4978
0
0
0
1
125 139 4979
0
0
3
159 144 4982
78 82 4981
19 29 4980
0
1
169 83 4983
0
1
55 75 4984
1
26 31 4985
0
1
154 91 4986
1
132 129 4987
1
167 160 4988
2
183 24 4990
144 77 4989
1
105 66 4991
0
0
0
1
204 100 4992
0
0
2
121 182 4994
118 93 4993
0
2
75 12 4996
18 101 4995
3
139 108 4999
60 154 4998
41 158 4997
2
185 42 5001
50 21 5000
2
149 91 5003
121 178 5002
1
151 200 5004
0
2
172 140 5006
151 174 5005
2
175 178 5008
142 35 5007
0
1
196 154 5009
2
94 140 5011
44 119 5010
1
46 130 5012
0
0
2
164 54 5014
8 177 5013
0
0
0
4
162 137 5018
81 78 5017
44 159 5016
12 176 5015
0
0
2
118 126 5020
54 116 5019
0
3
126 142 5023
121 181 5022
114 14 5021
1
109 142 5024
0
1
0 113 5025
0
1
84 132 5026
0
1
189 181 5027
1
173 180 5028
1
149 39 5029
1
127 97 5030
0
1
90 180 5031
0
1
134 24 5032
1
29 154 5033
0
0
0
1
13 125 5034
0
0
0
2
204 29 5036
71 123 5035
2
114 110 5038
47 32 5037
1
48 119 5039
1
132 194 5040
0
2
107 16 5042
19 41 5041
1
67 11 5043
2
148 52 5045
105 43 5044
0
5
201 74 5050
136 81 5049
118 39 5048
97 78 5047
17 21 5046
2
71 75 5052
61 124 5051
1
167 203 5053
1
3 37 5054
1
29 180 5055
0
1
166 114 5056
0
1
159 94 5057
3
113 195 5060
85 175 5059
40 136 5058
2
118 119 5062
1 20 5061
2
12 178 5064
1 94 5063
2
181 202 5066
15 205 5065
2
119 175 5068
66 96 5067
1
168 90 5069
0
0
1
159 56 5070
0
0
0
0
1
80 31 5071
1
99 68 5072
1
165 18 5073
3
52 156 5076
44 20 5075
17 180 5074
0
0
2
72 94 5078
62 17 5077
1
137 21 5079
0
0
0
3
62 57 5082
50 48 5081
0 67 5080
0
0
2
199 43 5084
72 150 5083
0
0
2
192 67 5086
45 56 5085
2
107 81 5088
97 128 5087
1
128 78 5089
0
0
0
1
164 139 5090
1
145 161 5091
1
30 187 5092
2
90 87 5094
87 56 5093
0
1
123 45 5095
1
59 32 5096
1
22 58 5097
0
2
181 128 5099
152 99 5098
1
99 81 5100
2
120 80 5102
3 137 5101
2
145 81 5104
101 112 5103
1
37 203 5105
1
187 87 5106
1
46 145 5107
0
0
0
1
162 106 5108
3
199 73 5111
170 79 5110
108 170 5109
1
153 17 5112
0
1
124 137 5113
0
0
1
30 90 5114
0
0
3
120 15 5117
114 201 5116
96 114 5115
3
73 149 5120
24 32 5119
11 28 5118
2
161 73 5122
75 145 5121
3
131 142 5125
101 82 5124
21 19 5123
0
1
197 76 5126
1
75 101 5127
1
9 121 5128
1
18 180 5129
0
1
194 195 5130
0
1
177 8 5131
2
204 151 5133
20 92 5132
0
1
117 71 5134
0
0
1
21 176 5135
0
2
192 86 5137
100 160 5136
2
95 23 5139
34 181 5138
1
158 141 5140
2
191 3 5142
184 104 5141
1
2 18 5143
1
2 194 5144
0
0
1
88 145 5145
2
134 106 5147
34 125 5146
1
46 172 5148
2
161 199 5150
97 199 5149
0
1
49 45 5151
1
13 176 5152
2
165 96 5154
31 109 5153
5
181 163 5159
177 57 5158
76 172 5157
24 201 5156
6 42 5155
0
1
90 173 5160
1
180 106 5161
0
1
174 151 5162
0
2
53 69 5164
7 71 5163
3
190 166 5167
146 198 5166
59 45 5165
2
140 21 5169
115 200 5168
0
0
1
44 37 5170
0
0
0
0
0
0
1
72 97 5171
0
1
204 0 5172
2
161 67 5174
19 52 5173
3
184 182 5177
180 44 5176
6 181 5175
0
1
114 121 5178
0
1
32 31 5179
2
198 46 5181
165 180 5180
0
0
2
186 82 5183
155 60 5182
1
146 24 5184
1
127 43 5185
1
69 7 5186
0
0
3
91 194 5189
24 69 5188
13 120 5187
0
0
2
35 75 5191
30 36 5190
0
1
39 49 5192
0
1
167 205 5193
1
193 58 5194
0
0
1
133 62 5195
1
192 70 5196
0
0
2
150 19 5198
60 162 5197
0
1
158 204 5199
1
157 64 5200
0
1
47 95 5201
2
147 60 5203
128 51 5202
3
202 44 5206
160 135 5205
47 185 5204
0
1
33 198 5207
1
115 74 5208
1
89 92 5209
1
41 80 5210
1
191 7 5211
3
90 65 5214
46 151 5213
13 117 5212
1
156 89 5215
0
3
115 49 5218
72 5 5217
3 104 5216
2
85 77 5220
57 49 5219
2
177 78 5222
49 95 5221
1
157 4 5223
2
153 113 5225
96 94 5224
1
106 178 5226
0
1
164 96 5227
2
123 0 5229
101 53 5228
0
0
0
1
31 71 5230
1
97 1 5231
3
198 77 5234
107 112 5233
5 61 5232
1
18 153 5235
0
1
61 112 5236
0
2
120 156 5238
45 108 5237
0
1
4 5 5239
0
1
166 187 5240
2
110 178 5242
34 197 5241
0
0
1
116 11 5243
1
4 88 5244
2
23 161 5246
1 38 5245
0
1
106 88 5247
1
64 115 5248
0
1
60 200 5249
1
7 205 5250
1
74 123 5251
0
1
128 111 5252
2
161 157 5254
12 194 5253
0
0
1
29 79 5255
1
96 132 5256
1
68 154 5257
1
142 190 5258
0
0
1
73 150 5259
0
0
0
1
142 74 5260
0
2
132 60 5262
76 201 5261
0
1
60 147 5263
2
143 10 5265
82 71 5264
0
2
193 89 5267
22 98 5266
1
48 180 5268
0
2
109 89 5270
65 80 5269
1
206 148 5271
4
178 120 5275
141 122 5274
83 170 5273
24 125 5272
1
18 127 5276
2
157 19 5278
72 5 5277
0
0
0
1
50 68 5279
1
67 123 5280
1
176 198 5281
3
206 20 5284
194 151 5283
96 191 5282
0
1
179 171 5285
1
39 145 5286
2
151 148 5288
48 1 5287
1
117 169 5289
0
1
194 20 5290
1
133 189 5291
1
70 178 5292
1
143 39 5293
4
139 99 5297
73 60 5296
5 104 5295
4 49 5294
2
177 194 5299
159 60 5298
1
58 16 5300
0
2
198 178 5302
136 205 5301
1
59 161 5303
0
0
2
137 130 5305
66 57 5304
0
1
30 91 5306
2
187 184 5308
29 35 5307
1
175 80 5309
0
2
180 130 5311
7 114 5310
2
204 39 5313
3 80 5312
1
72 139 5314
1
187 110 5315
0
2
150 168 5317
50 49 5316
0
1
146 109 5318
0
2
66 18 5320
61 93 5319
0
1
124 36 5321
0
0
0
1
77 146 5322
0
0
1
